,bundle_set,quantity,sub_cat_3_name_en,sku_ready_required_days,packing_box_type,weight,height,length,width,manufacturer_country_en,is_weekend,any_promotion,total_price_range
8350,0,1,Frozen Fish,0,FROZEN,170.0,150,100,100.0,CHILE,weekend,0,< 50
8351,0,1,Frozen Fish,0,FROZEN,740.0,300,350,200.0,NETHERLANDS,weekend,0,51-100
8353,0,1,Frozen Fish,0,FROZEN,240.0,200,150,50.0,NETHERLANDS,weekend,0,< 50
8354,0,2,Frozen Fish,0,FROZEN,320.0,150,150,80.0,TAIWAN,weekend,0,51-100
8358,0,1,Frozen Fish,0,FROZEN,165.0,200,100,100.0,TAIWAN,weekend,0,< 50
8362,0,1,Frozen Fish,0,FROZEN,80.0,100,100,20.0,JAPAN,weekend,0,< 50
8367,0,1,Frozen Fish,0,FROZEN,894.0,300,350,200.0,UNITED STATES OF AMERICA,weekend,0,51-100
8369,0,1,Frozen Fish,0,FROZEN,1500.0,300,350,200.0,NORWAY,weekend,0,51-100
8374,0,1,Frozen Fish,0,FROZEN,300.0,170,150,30.0,TAIWAN,weekend,0,< 50
8377,0,2,Frozen Fish,0,FROZEN,220.0,130,110,30.0,GREENLAND,weekend,0,51-100
8380,0,1,Frozen Fish,0,FROZEN,340.0,310,240,20.0,VIET NAM,weekend,0,< 50
8389,0,1,Frozen Fish,0,FROZEN,250.0,200,150,50.0,JAPAN,weekend,0,201-300
8395,0,1,Frozen Fish,0,FROZEN,250.0,250,200,50.0,NETHERLANDS,weekend,0,< 50
8400,0,1,Frozen Fish,0,FROZEN,300.0,200,150,40.0,JAPAN,weekend,0,51-100
8404,0,1,Frozen Fish,0,FROZEN,340.0,25,350,150.0,CHINA,weekend,0,51-100
8405,0,1,Frozen Fish,0,FROZEN,500.0,35,220,170.0,JAPAN,weekend,0,301-400
8406,0,1,Frozen Fish,0,FROZEN,320.0,180,280,40.0,CANADA,weekend,0,51-100
8407,0,2,Frozen Fish,0,FROZEN,165.0,145,180,35.0,CANADA,weekend,0,201-300
8408,0,1,Frozen Fish,0,FROZEN,1000.0,40,350,170.0,JAPAN,weekend,0,101-200
8410,0,1,Frozen Fish,0,FROZEN,120.0,10,240,175.0,CHINA,weekend,0,FREE
8412,0,1,Frozen Fish,0,FROZEN,100.0,5,150,250.0,SCOTLAND,weekend,0,< 50
8413,0,1,Frozen Fish,0,FROZEN,200.0,40,180,80.0,SPAIN,weekend,0,101-200
8414,0,1,Frozen Fish,0,FROZEN,100.0,5,150,250.0,SCOTLAND,weekend,0,< 50
8416,0,1,Frozen Fish,0,FROZEN,400.0,150,100,50.0,NORWAY,weekend,0,51-100
8417,0,1,Frozen Fish,0,FROZEN,400.0,150,100,50.0,NORWAY,weekend,0,51-100
8418,0,1,Frozen Fish,0,FROZEN,900.0,90,265,215.0,RUSSIA/HONG KONG,weekend,0,101-200
8419,0,1,Frozen Fish,0,FROZEN,500.0,300,300,100.0,VIET NAM,weekend,0,< 50
8420,0,1,Frozen Fish,0,FROZEN,100.0,20,180,240.0,CANADA,weekend,1,< 50
8422,0,3,Frozen Fish,0,FROZEN,300.0,100,100,100.0,UNITED STATES OF AMERICA,weekend,0,201-300
8423,0,1,Frozen Fish,0,FROZEN,200.0,200,300,30.0,HONG KONG,weekend,0,101-200
8424,0,4,Frozen Fish,0,FROZEN,600.0,150,150,50.0,MALAYSIA,weekend,1,201-300
8425,0,1,Frozen Fish,0,FROZEN,350.0,250,160,30.0,JAPAN,weekend,0,< 50
8426,0,1,Frozen Fish,0,FROZEN,300.0,150,150,30.0,MALAYSIA,weekend,0,< 50
8427,0,1,Frozen Fish,0,FROZEN,600.0,150,150,50.0,MALAYSIA,weekend,1,< 50
8434,0,2,Frozen Fish,0,FROZEN,200.0,210,140,30.0,SINGAPORE,weekend,1,< 50
8437,0,1,Frozen Fish,0,FROZEN,600.0,150,150,50.0,MALAYSIA,weekend,0,< 50
8438,0,1,Frozen Fish,0,FROZEN,150.0,210,140,30.0,MALAYSIA,weekend,0,< 50
8440,0,1,Frozen Fish,0,FROZEN,500.0,200,100,50.0,UNITED STATES OF AMERICA,weekend,0,101-200
8441,0,1,Frozen Fish,0,FROZEN,400.0,100,100,100.0,UNITED STATES OF AMERICA,weekend,0,51-100
8444,0,1,Frozen Fish,0,FROZEN,200.0,100,100,100.0,CANADA,weekend,0,101-200
8445,0,1,Frozen Fish,0,FROZEN,170.0,100,100,100.0,INDONESIA,weekend,0,51-100
8446,0,1,Frozen Fish,0,FROZEN,300.0,200,150,80.0,HONG KONG,weekend,0,< 50
8448,0,1,Frozen Fish,0,FROZEN,300.0,50,300,200.0,CHINA,weekend,0,51-100
8449,0,1,Frozen Fish,0,FROZEN,500.0,300,150,30.0,NORWAY,weekend,0,< 50
8450,0,2,Frozen Fish,0,FROZEN,500.0,100,150,20.0,CHINA,weekend,1,101-200
8451,0,1,Frozen Fish,0,FROZEN,500.0,200,280,20.0,CHINA,weekend,1,101-200
8455,0,1,Frozen Fish,0,FROZEN,350.0,5,300,180.0,VIET NAM,weekend,0,< 50
8456,0,2,Frozen Fish,0,FROZEN,100.0,280,200,20.0,CHINA,weekend,0,101-200
8457,0,2,Frozen Fish,0,FROZEN,225.0,300,80,10.0,CHINA,weekend,0,101-200
8458,0,1,Frozen Fish,0,FROZEN,500.0,330,230,20.0,UNITED STATES OF AMERICA,weekend,0,101-200
8459,0,1,Frozen Fish,0,FROZEN,500.0,350,220,20.0,NORWAY,weekend,0,101-200
8464,0,1,Frozen Fish,0,FROZEN,500.0,130,75,20.0,NORWAY,weekend,0,101-200
8466,0,1,Frozen Fish,0,FROZEN,400.0,190,150,55.0,CANADA,weekend,0,101-200
8467,0,1,Frozen Fish,0,FROZEN,200.0,200,175,55.0,NEW ZEALAND,weekend,0,101-200
8471,0,1,Frozen Fish,0,FROZEN,400.0,250,200,50.0,GREENLAND,weekend,0,51-100
8472,0,1,Frozen Fish,0,FROZEN,440.0,310,195,30.0,NEW ZEALAND,weekend,0,< 50
8473,0,1,Frozen Fish,0,FROZEN,350.0,200,300,100.0,CHINA,weekend,0,< 50
8474,0,1,Frozen Fish,0,FROZEN,300.0,250,200,50.0,UNITED STATES OF AMERICA,weekend,0,101-200
8475,0,1,Frozen Fish,0,FROZEN,500.0,250,200,50.0,CHILE,weekend,0,< 50
8476,0,1,Frozen Fish,0,FROZEN,240.0,200,180,50.0,JAPAN,weekend,0,< 50
8477,0,1,Frozen Fish,0,FROZEN,1000.0,400,270,60.0,MALAYSIA,weekend,1,51-100
8478,0,4,Frozen Fish,0,FROZEN,125.0,240,100,25.0,CHINA,weekend,0,101-200
8479,0,1,Frozen Fish,0,FROZEN,140.0,100,100,40.0,NEW ZEALAND,weekend,0,< 50
8481,0,1,Frozen Fish,0,FROZEN,150.0,50,50,50.0,AUSTRALIA,weekend,0,< 50
8483,0,1,Frozen Fish,0,FROZEN,700.0,150,150,50.0,GREECE,weekend,0,51-100
8488,0,1,Frozen Fish,0,FROZEN,350.0,100,80,50.0,NEW ZEALAND,weekend,1,< 50
8489,0,1,Frozen Fish,0,FROZEN,400.0,150,100,50.0,NORWAY,weekend,1,51-100
8490,0,2,Frozen Fish,0,FROZEN,460.0,300,180,1.0,HONG KONG,weekend,0,101-200
8492,0,2,Frozen Fish,0,FROZEN,350.0,260,180,20.0,CHINA,weekend,0,51-100
8495,0,1,Frozen Fish,0,FROZEN,550.0,250,180,50.0,HONG KONG,weekend,0,51-100
8499,0,1,Frozen Fish,0,FROZEN,460.0,300,180,1.0,HONG KONG,weekend,0,< 50
8507,0,2,Frozen Fish,0,FROZEN,500.0,100,100,100.0,JAPAN,weekend,0,301-400
8509,0,1,Frozen Fish,0,FROZEN,500.0,180,120,40.0,NORWAY,weekend,0,< 50
8510,0,1,Frozen Fish,0,FROZEN,250.0,150,300,50.0,AUSTRALIA,weekend,0,< 50
8512,0,1,Frozen Fish,0,FROZEN,390.0,300,100,40.0,AUSTRALIA,weekend,0,51-100
8513,0,1,Frozen Fish,0,FROZEN,300.0,200,60,20.0,TAIWAN,weekend,0,< 50
8514,0,1,Frozen Fish,0,FROZEN,500.0,300,150,50.0,TAIWAN,weekend,0,51-100
8515,0,1,Frozen Fish,0,FROZEN,460.0,300,200,100.0,CHINA,weekend,0,< 50
8516,0,1,Frozen Fish,0,FROZEN,380.0,300,150,40.0,AUSTRALIA,weekend,0,51-100
8519,0,1,Frozen Fish,0,FROZEN,400.0,200,60,20.0,TAIWAN,weekend,0,51-100
8520,0,1,Frozen Fish,0,FROZEN,300.0,300,200,40.0,CHINA,weekend,0,< 50
8521,0,1,Frozen Fish,0,FROZEN,130.0,300,150,60.0,CHINA,weekend,0,FREE
8522,0,1,Frozen Fish,0,FROZEN,450.0,100,70,50.0,TAIWAN,weekend,0,101-200
8523,0,1,Frozen Fish,0,FROZEN,360.0,300,200,50.0,CHINA,weekend,0,< 50
8524,0,3,Frozen Fish,0,FROZEN,502.0,37,265,197.0,NEW ZEALAND,weekend,0,51-100
8577,0,1,Frozen Fish,0,FROZEN,170.0,100,120,30.0,CHINA,weekend,0,< 50
8578,0,1,Frozen Fish,0,FROZEN,250.0,100,100,50.0,JAPAN,weekend,0,< 50
8581,0,1,Frozen Fish,0,FROZEN,400.0,200,140,40.0,NEW ZEALAND,weekend,0,< 50
8584,0,1,Frozen Fish,0,FROZEN,400.0,25,250,180.0,GREENLAND,weekend,0,< 50
8590,0,1,Frozen Fish,0,FROZEN,500.0,200,140,30.0,NORWAY,weekend,0,< 50
8591,0,1,Frozen Fish,0,FROZEN,300.0,260,170,10.0,NORWAY,weekend,0,< 50
8593,0,1,Frozen Fish,0,FROZEN,400.0,20,320,230.0,NORWAY,weekend,0,< 50
8594,0,1,Frozen Fish,0,FROZEN,500.0,100,100,20.0,NORWAY,weekend,0,51-100
8595,0,1,Frozen Fish,0,FROZEN,270.0,250,200,20.0,THAILAND,weekend,0,< 50
8597,0,9,Frozen Fish,0,FROZEN,150.0,150,150,20.0,CHINA,weekend,0,101-200
8603,0,1,Frozen Fish,0,FROZEN,500.0,190,270,50.0,JAPAN,weekend,0,101-200
8604,0,2,Frozen Fish,0,FROZEN,170.0,170,220,20.0,CANADA,weekend,0,< 50
8606,0,1,Frozen Fish,0,FROZEN,250.0,300,200,30.0,CHINA,weekend,1,< 50
8609,0,4,Frozen Fish,0,FROZEN,300.0,100,100,30.0,VIET NAM,weekend,0,51-100
8610,0,2,Frozen Fish,0,FROZEN,750.0,45,270,190.0,CHINA,weekend,0,101-200
8613,0,1,Frozen Fish,0,FROZEN,300.0,160,240,20.0,NORWAY,weekend,0,< 50
8618,0,1,Frozen Fish,0,FROZEN,454.0,180,150,40.0,CANADA,weekend,0,< 50
8619,0,1,Frozen Fish,0,FROZEN,440.0,200,265,30.0,NEW ZEALAND,weekend,0,< 50
8623,0,1,Frozen Fish,0,FROZEN,130.0,50,100,20.0,JAPAN,weekend,0,< 50
8625,0,4,Frozen Fish,0,FROZEN,130.0,37,233,138.0,NORWAY,weekend,1,101-200
8626,0,1,Frozen Fish,0,FROZEN,372.0,29,194,146.0,MALAYSIA,weekend,0,< 50
8627,0,1,Frozen Fish,0,FROZEN,508.0,34,189,263.0,NORWAY,weekend,0,101-200
8628,0,1,Frozen Fish,0,FROZEN,310.0,27,235,271.0,HONG KONG,weekend,0,51-100
8630,0,2,Frozen Fish,0,FROZEN,502.0,35,190,243.0,NORWAY,weekend,1,101-200
8631,0,1,Frozen Fish,0,FROZEN,320.0,350,220,35.0,ICELAND,weekend,0,< 50
8639,0,1,Frozen Fish,0,FROZEN,325.0,290,190,30.0,"CANADA, USA, NORWAY, GREENLAND, RUSSIA(PROCESSED ORIGIN: CHINA)",weekend,0,< 50
8644,0,2,Frozen Fish,0,FROZEN,406.0,62,105,191.0,NORWAY,weekend,0,101-200
8645,0,2,Frozen Fish,0,FROZEN,264.0,220,200,30.0,NORWAY,weekend,1,51-100
8646,0,1,Frozen Fish,0,FROZEN,520.0,230,230,60.0,NORWAY,weekend,0,51-100
8649,0,1,Frozen Fish,0,FROZEN,244.0,37,187,134.0,NORWAY,weekend,1,< 50
8656,0,2,Frozen Fish,0,FROZEN,370.0,350,220,35.0,CHILE,weekend,0,< 50
8661,0,1,Frozen Fish,0,FROZEN,385.0,20,310,90.0,CHINA,weekend,0,51-100
8663,0,1,Frozen Fish,0,FROZEN,370.0,250,150,25.0,CHINA,weekend,0,< 50
8691,0,1,Frozen Fish,0,FROZEN,138.0,320,220,10.0,HONG KONG,weekend,0,< 50
8713,0,1,Frozen Fish,0,FROZEN,570.0,290,190,25.0,HONG KONG,weekend,0,< 50
8722,0,1,Frozen Fish,0,FROZEN,284.0,31,188,180.0,INDONESIA,weekend,0,< 50
8748,0,1,Frozen Fish,0,FROZEN,380.0,180,140,35.0,MALAYSIA,weekend,0,< 50
8770,0,1,Frozen Fish,0,FROZEN,270.0,350,220,35.0,CHINA,weekend,0,< 50
8773,0,1,Frozen Fish,0,FROZEN,480.0,290,190,20.0,HONG KONG,weekend,0,< 50
8785,0,1,Frozen Fish,0,FROZEN,774.0,63,227,247.0,NEW ZEALAND,weekend,0,51-100
9075,0,1,Frozen Fish,0,FROZEN,940.0,400,300,120.0,CHILE,weekend,1,< 50
9076,0,1,Frozen Fish,0,FROZEN,454.0,300,200,50.0,CHILE,weekend,1,51-100
9078,0,1,Frozen Fish,0,FROZEN,120.0,80,120,30.0,CHINA,weekend,0,< 50
9079,0,1,Frozen Fish,0,FROZEN,500.0,60,120,50.0,CHINA,weekend,0,< 50
9081,0,1,Frozen Fish,0,FROZEN,200.0,180,80,30.0,CHINA,weekend,1,< 50
9086,0,1,Frozen Fish,0,FROZEN,300.0,180,150,50.0,BRAZIL,weekend,1,< 50
9087,0,1,Frozen Fish,0,FROZEN,454.0,320,220,30.0,VIET NAM,weekend,0,< 50
9088,0,1,Frozen Fish,0,FROZEN,450.0,300,110,50.0,CHINA,weekend,1,< 50
9089,0,1,Frozen Fish,0,FROZEN,400.0,260,200,40.0,GREENLAND,weekend,1,< 50
9095,0,1,Frozen Fish,0,FROZEN,280.0,130,70,30.0,NORWAY,weekend,1,51-100
9100,0,1,Frozen Fish,0,FROZEN,400.0,300,60,40.0,NORWAY,weekend,1,< 50
9101,0,1,Frozen Shrimp and Crab,0,FROZEN,95.0,250,170,10.0,CHINA,weekend,0,< 50
9102,0,1,Frozen Shrimp and Crab,0,FROZEN,350.0,250,150,60.0,THAILAND,weekend,0,101-200
9103,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,180,250,60.0,NORWAY,weekend,0,51-100
9104,0,1,Frozen Shrimp and Crab,0,FROZEN,400.0,35,290,170.0,CANADA,weekend,0,51-100
9105,0,1,Frozen Shrimp and Crab,0,FROZEN,227.0,140,120,120.0,THAILAND,weekend,0,51-100
9106,0,5,Frozen Shrimp and Crab,0,FROZEN,125.0,170,100,30.0,CHINA,weekend,0,201-300
9110,0,1,Frozen Shrimp and Crab,0,FROZEN,250.0,200,250,180.0,OTHERS,weekend,0,< 50
9111,0,1,Frozen Shrimp and Crab,0,FROZEN,240.0,50,150,200.0,THAILAND,weekend,0,< 50
9112,0,1,Frozen Shrimp and Crab,0,FROZEN,400.0,100,100,100.0,CHINA,weekend,1,< 50
9118,0,1,Frozen Shrimp and Crab,0,FROZEN,300.0,300,200,50.0,VIET NAM,weekend,0,< 50
9119,0,2,Frozen Shrimp and Crab,0,FROZEN,120.0,270,165,20.0,VIET NAM,weekend,1,< 50
9123,0,3,Frozen Shrimp and Crab,0,FROZEN,200.0,150,50,30.0,CANADA,weekend,0,101-200
9124,0,1,Frozen Shrimp and Crab,0,FROZEN,1000.0,270,170,45.0,OTHERS,weekend,0,101-200
9125,0,1,Frozen Shrimp and Crab,0,FROZEN,250.0,44,150,65.0,JAPAN,weekend,0,51-100
9126,0,1,Frozen Shrimp and Crab,0,FROZEN,524.0,37,149,229.0,VIETNAM,weekend,0,< 50
9128,0,2,Frozen Shrimp and Crab,0,FROZEN,542.0,37,167,247.0,VIETNAM,weekend,0,101-200
9129,0,2,Frozen Shrimp and Crab,0,FROZEN,164.0,32,204,217.0,VIETNAM,weekend,0,51-100
9132,0,1,Frozen Shrimp and Crab,0,FROZEN,472.0,66,230,231.0,THAILAND,weekend,0,< 50
9136,0,2,Frozen Shrimp and Crab,0,FROZEN,406.0,29,228,296.0,VIETNAM,weekend,0,101-200
9137,0,2,Frozen Shrimp and Crab,0,FROZEN,400.0,200,150,20.0,VIETNAM,weekend,1,51-100
9142,0,1,Frozen Shrimp and Crab,0,FROZEN,270.0,190,280,30.0,JAPAN,weekend,0,101-200
9167,0,1,Frozen Shrimp and Crab,0,FROZEN,250.0,230,160,50.0,VIET NAM,weekend,0,< 50
9168,0,2,Frozen Shrimp and Crab,0,FROZEN,90.0,22,150,130.0,JAPAN,weekend,1,< 50
9169,0,1,Frozen Shrimp and Crab,0,FROZEN,250.0,22,150,130.0,JAPAN,weekend,0,< 50
9178,0,2,Frozen Shrimp and Crab,0,FROZEN,300.0,250,200,30.0,KOREA,weekend,1,< 50
9179,0,1,Frozen Shrimp and Crab,0,FROZEN,550.0,150,250,100.0,KOREA,weekend,0,101-200
9183,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,150,60,40.0,INDIA,weekend,0,< 50
9184,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,130,70,50.0,JAPAN,weekend,0,< 50
9185,0,1,Frozen Shrimp and Crab,0,FROZEN,250.0,100,70,20.0,MALAYSIA,weekend,0,< 50
9186,0,4,Frozen Shrimp and Crab,0,FROZEN,160.0,50,100,10.0,VIET NAM,weekend,0,101-200
9191,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,200,200,50.0,VIET NAM,weekend,1,101-200
9192,0,1,Frozen Shrimp and Crab,0,FROZEN,300.0,220,220,50.0,VIET NAM,weekend,0,< 50
9193,0,1,Frozen Shrimp and Crab,0,FROZEN,100.0,220,150,10.0,THAILAND,weekend,0,< 50
9194,0,1,Frozen Shrimp and Crab,0,FROZEN,170.0,200,145,20.0,ICELAND,weekend,1,< 50
9196,0,2,Frozen Shrimp and Crab,0,FROZEN,500.0,50,100,100.0,THAILAND,weekend,1,51-100
9200,0,1,Frozen Shrimp and Crab,0,FROZEN,454.0,300,50,200.0,CHINA,weekend,0,< 50
9203,0,1,Frozen Shrimp and Crab,0,FROZEN,1000.0,210,180,65.0,MYANMAR,weekend,0,101-200
9205,0,2,Frozen Shrimp and Crab,0,FROZEN,250.0,270,170,20.0,THAILAND,weekend,0,101-200
9206,0,1,Frozen Shrimp and Crab,0,FROZEN,1000.0,180,100,80.0,MYANMAR,weekend,1,101-200
9207,0,1,Frozen Shrimp and Crab,0,FROZEN,160.0,150,200,60.0,VIET NAM,weekend,1,< 50
9208,0,1,Frozen Shrimp and Crab,0,FROZEN,280.0,180,100,80.0,AUSTRALIA,weekend,1,51-100
9209,0,1,Frozen Shrimp and Crab,0,FROZEN,170.0,200,100,70.0,INDONESIA,weekend,1,< 50
9210,0,1,Frozen Shrimp and Crab,0,FROZEN,200.0,200,200,20.0,HONG KONG,weekend,0,< 50
9211,0,1,Frozen Shrimp and Crab,0,FROZEN,850.0,45,270,205.0,CHINA,weekend,1,51-100
9212,0,1,Frozen Shrimp and Crab,0,FROZEN,280.0,300,350,200.0,VIET NAM,weekend,0,< 50
9213,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,290,165,45.0,VIET NAM,weekend,1,51-100
9214,0,1,Frozen Shrimp and Crab,0,FROZEN,454.0,200,200,50.0,VIET NAM,weekend,0,101-200
9215,0,1,Frozen Shrimp and Crab,0,FROZEN,100.0,200,150,50.0,JAPAN,weekend,0,51-100
9217,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,180,150,50.0,SRI LANKA,weekend,0,101-200
9218,0,1,Frozen Shrimp and Crab,0,FROZEN,100.0,30,250,120.0,JAPAN,weekend,0,51-100
9219,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,60,240,180.0,JAPAN,weekend,0,201-300
9221,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,30,260,120.0,JAPAN,weekend,0,< 50
9222,0,1,Frozen Shrimp and Crab,0,FROZEN,600.0,160,160,40.0,THAILAND,weekend,0,< 50
9223,0,2,Frozen Shrimp and Crab,0,FROZEN,90.0,100,100,100.0,CANADA,weekend,0,101-200
9224,0,1,Frozen Shrimp and Crab,0,FROZEN,454.0,300,160,50.0,THAILAND,weekend,0,201-300
9225,0,1,Frozen Shrimp and Crab,0,FROZEN,454.0,300,160,50.0,THAILAND,weekend,0,101-200
9226,0,1,Frozen Shrimp and Crab,0,FROZEN,200.0,100,250,250.0,HONG KONG,weekend,0,< 50
9227,0,1,Frozen Shrimp and Crab,0,FROZEN,200.0,10,360,160.0,VIET NAM,weekend,0,< 50
9228,0,1,Frozen Shrimp and Crab,0,FROZEN,250.0,10,330,150.0,CHINA,weekend,0,< 50
9229,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,300,200,40.0,VIET NAM,weekend,0,101-200
9231,0,1,Frozen Shrimp and Crab,0,FROZEN,1000.0,155,220,55.0,CANADA,weekend,0,401-500
9232,0,1,Frozen Shrimp and Crab,0,FROZEN,240.0,200,145,28.0,THAILAND,weekend,0,< 50
9233,0,2,Frozen Shrimp and Crab,0,FROZEN,150.0,240,180,50.0,THAILAND,weekend,0,51-100
9237,0,1,Frozen Shrimp and Crab,0,FROZEN,450.0,240,180,150.0,THAILAND,weekend,0,101-200
9239,0,2,Frozen Shrimp and Crab,0,FROZEN,210.0,205,175,45.0,THAILAND,weekend,1,101-200
9241,0,1,Frozen Shrimp and Crab,0,FROZEN,210.0,100,100,50.0,THAILAND,weekend,1,< 50
9242,0,1,Frozen Shrimp and Crab,0,FROZEN,130.0,100,150,70.0,HONG KONG,weekend,0,< 50
9243,0,1,Frozen Shrimp and Crab,0,FROZEN,150.0,150,100,20.0,CHINA,weekend,0,< 50
9245,0,1,Frozen Shrimp and Crab,0,FROZEN,900.0,90,260,190.0,AUSTRALIA,weekend,0,101-200
9246,0,1,Frozen Shrimp and Crab,0,FROZEN,250.0,160,120,30.0,AUSTRALIA,weekend,1,< 50
9247,0,1,Frozen Shrimp and Crab,0,FROZEN,520.0,52,197,242.0,VIETNAM,weekend,0,51-100
9298,0,1,Frozen Shrimp and Crab,0,FROZEN,520.0,320,210,30.0,VIETNAM,weekend,1,< 50
9360,0,1,Frozen Shrimp and Crab,0,FROZEN,250.0,200,250,180.0,THAILAND,weekend,0,< 50
9361,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,100,100,100.0,CHINA,weekend,0,101-200
9362,0,1,Frozen Shrimp and Crab,0,FROZEN,300.0,240,160,20.0,UNITED KINGDOM,weekend,0,< 50
9363,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,180,280,30.0,INDONESIA,weekend,0,< 50
9364,0,1,Frozen Shrimp and Crab,0,FROZEN,240.0,200,150,30.0,THAILAND,weekend,0,< 50
9368,0,1,Frozen Shrimp and Crab,0,FROZEN,250.0,100,120,30.0,JAPAN,weekend,0,< 50
9374,0,3,Frozen Shrimp and Crab,0,FROZEN,500.0,180,280,30.0,INDONESIA,weekend,0,101-200
9383,0,1,Frozen Shrimp and Crab,0,FROZEN,450.0,45,270,190.0,CHINA,weekend,0,51-100
9384,0,1,Frozen Shrimp and Crab,0,FROZEN,750.0,50,270,190.0,CHINA,weekend,0,51-100
9385,0,1,Frozen Shrimp and Crab,0,FROZEN,200.0,220,220,20.0,CHINA,weekend,0,< 50
9386,0,2,Frozen Shrimp and Crab,0,FROZEN,750.0,45,270,190.0,CHINA,weekend,0,101-200
9387,0,1,Frozen Shrimp and Crab,0,FROZEN,450.0,45,270,190.0,CHINA,weekend,0,51-100
9388,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,290,150,40.0,THAILAND,weekend,0,< 50
9390,0,1,Frozen Shrimp and Crab,0,FROZEN,450.0,45,270,190.0,CHINA,weekend,0,51-100
9391,0,1,Frozen Shrimp and Crab,0,FROZEN,486.0,53,177,231.0,THAILAND,weekend,0,< 50
9392,0,2,Frozen Shrimp and Crab,0,FROZEN,600.0,280,160,40.0,THAILAND,weekend,0,101-200
9393,0,2,Frozen Shrimp and Crab,0,FROZEN,300.0,210,150,40.0,CHINA,weekend,0,< 50
9396,0,2,Frozen Shrimp and Crab,0,FROZEN,297.0,250,200,15.0,THAILAND,weekend,0,101-200
9398,0,1,Frozen Shrimp and Crab,0,FROZEN,506.0,56,176,231.0,THAILAND,weekend,0,< 50
9402,0,1,Frozen Shrimp and Crab,0,FROZEN,492.0,62,170,233.0,THAILAND,weekend,0,< 50
9414,0,1,Frozen Shrimp and Crab,0,FROZEN,260.0,190,145,30.0,THAILAND,weekend,0,< 50
9419,0,1,Frozen Shrimp and Crab,0,FROZEN,510.0,62,178,228.0,THAILAND,weekend,1,< 50
9436,0,1,Frozen Shrimp and Crab,0,FROZEN,350.0,250,260,5.0,INDIA,weekend,1,101-200
9442,0,1,Frozen Shrimp and Crab,0,FROZEN,1000.0,80,260,160.0,THAILAND,weekend,0,101-200
9526,0,1,Frozen Shrimp and Crab,0,FROZEN,280.0,150,100,40.0,ECUADOR,weekend,1,< 50
9527,0,1,Frozen Shrimp and Crab,0,FROZEN,200.0,80,300,20.0,VIET NAM,weekend,1,< 50
9528,0,1,Frozen Shrimp and Crab,0,FROZEN,200.0,140,200,40.0,MALAYSIA,weekend,0,< 50
9529,0,1,Frozen Shrimp and Crab,0,FROZEN,500.0,300,170,30.0,MALAYSIA,weekend,0,51-100
9530,0,1,Frozen Seashell,0,FROZEN,120.0,250,170,10.0,CHINA,weekend,0,< 50
9531,0,1,Frozen Seashell,0,FROZEN,100.0,260,190,10.0,CHINA,weekend,1,< 50
9533,0,1,Frozen Seashell,0,FROZEN,300.0,300,200,30.0,JAPAN,weekend,1,< 50
9534,0,1,Frozen Seashell,0,FROZEN,125.0,150,100,50.0,CHINA,weekend,0,< 50
9535,0,2,Frozen Seashell,0,FROZEN,300.0,55,200,250.0,CANADA,weekend,0,201-300
9536,0,5,Frozen Seashell,0,FROZEN,320.0,160,120,80.0,UNITED STATES OF AMERICA,weekend,0,301-400
9537,0,1,Frozen Seashell,0,FROZEN,320.0,150,100,50.0,VIET NAM,weekend,0,< 50
9538,0,1,Frozen Seashell,0,FROZEN,500.0,180,160,100.0,VIET NAM,weekend,0,101-200
9539,0,1,Frozen Seashell,0,FROZEN,300.0,270,200,40.0,JAPAN,weekend,0,101-200
9540,0,1,Frozen Seashell,0,FROZEN,200.0,160,210,20.0,CANADA,weekend,0,51-100
9543,0,1,Frozen Seashell,0,FROZEN,450.0,250,200,80.0,UNITED STATES OF AMERICA,weekend,0,101-200
9544,0,1,Frozen Seashell,0,FROZEN,454.0,250,250,250.0,CANADA,weekend,0,< 50
9545,0,1,Frozen Seashell,0,FROZEN,1100.0,250,100,60.0,AUSTRALIA,weekend,0,401-500
9546,0,1,Frozen Seashell,0,FROZEN,230.0,200,100,50.0,CHINA,weekend,0,FREE
9547,0,1,Frozen Seashell,0,FROZEN,300.0,100,80,50.0,CHINA,weekend,0,< 50
9552,0,1,Frozen Seashell,0,FROZEN,1000.0,300,350,200.0,CHINA,weekend,1,51-100
9570,0,1,Frozen Seashell,0,FROZEN,500.0,300,350,70.0,JAPAN,weekend,0,101-200
9571,0,1,Frozen Seashell,0,FROZEN,500.0,55,280,300.0,JAPAN,weekend,0,101-200
9572,0,1,Frozen Seashell,0,FROZEN,400.0,220,100,30.0,CHINA,weekend,0,< 50
9573,0,1,Frozen Seashell,0,FROZEN,100.0,240,170,20.0,CHINA,weekend,0,< 50
